condition,snippet_id,snippet_text,question,run,score,reasoning
lstm_vae,lstm-vae-lines:0821,this is what i want,1,1,4,"This brief, lowercase statement feels like unadorned, direct expression — a plain declaration of desire with no literary ornamentation or crafted effect, though its very minimalism could be read as a deliberate stylistic choice in certain contexts."
lstm_vae,lstm-vae-lines:0837,through the dream and can not see,2,3,1,"This brief fragment reads as a line of poetry or lyric verse, fitting comfortably within recognizable poetic or lyrical traditions with its dreamlike imagery and simple, rhythmic phrasing."
lstm_vae,lstm-vae-lines:0709,so so far away today,1,4,4,"This brief phrase feels like a casual, almost accidental utterance — the stuttering ""so so"" and the simple, unadorned words give it a quality of someone speaking or thinking without literary intention, yet it carries an incidental musicality and wistfulness that feel unplanned."
lstm_vae,lstm-vae-lines:0083,all you can go waiting,1,5,5,"This fragment feels like a grammatical accident or machine-generated glitch — its strange compression of ""all you can do is go on waiting"" into something oddly resonant feels entirely unintentional, as if produced by a process indifferent to its poetic effect."
lstm_vae,lstm-vae-lines:0607,just what you feel,2,2,3,"This extremely brief fragment is too minimal to exhibit characteristics of any particular writing mode—it could be a conversational snippet, a song lyric, an instruction, or a fragment of dialogue—but its very brevity and plainness make it feel like an unremarkable piece of everyday language rather than something that actively resists categorization."
standard_llm,llm-lines:0819,the past is a shadow in the fog,2,3,1,"This is a concise, metaphorical statement that fits comfortably within recognizable poetic or aphoristic writing traditions, immediately identifiable as a lyrical/poetic fragment."
lstm_vae,lstm-vae-lines:0832,this world still seems,1,4,2,"This fragment feels like it could be a line extracted from a poem or song, carrying a sense of incompleteness that suggests deliberate crafting — the trailing quality of ""still seems"" implies intentional suspension of meaning for poetic effect."
lstm_vae,lstm-vae-lines:0626,love's magic sound,1,2,2,"This is a short, conventional romantic phrase that uses a familiar metaphor linking love with magic and sound, feeling like a deliberate if somewhat generic attempt at poetic expression rather than something that arrived unexpectedly."
standard_llm,llm-lines:0693,songs drift from the quiet void,1,4,1,"This short phrase feels deliberately composed as a poetic image, with the careful juxtaposition of ""songs"" against ""quiet void"" and the gentle verb ""drift"" chosen to evoke a specific ethereal, contemplative atmosphere — it reads as a crafted line of poetry."
lstm_vae,lstm-vae-lines:0701,real everything i said,1,3,5,"This fragment reads like a casual, unpolished utterance — perhaps a text message or spoken affirmation — whose compressed syntax and ambiguity feel entirely unintentional rather than crafted for literary effect."
lstm_vae,lstm-vae-lines:0739,the flowers that you friend,1,1,5,"This fragment feels like it emerged from a grammatical slip or linguistic accident — using ""friend"" as a verb creates an unexpectedly tender and strange image, but it reads as something stumbled upon rather than carefully constructed, perhaps a typo or non-native usage that produces accidental poetry."
lstm_vae,lstm-vae-lines:0639,never want to be everywhere,2,2,2,"This very brief phrase could function as a line of minimalist poetry, a fragment of lyric verse, or an aphoristic statement, all of which are well-established modes, though its extreme brevity and lack of context make it slightly ambiguous in classification."
standard_llm,llm-lines:0862,the stars fade beneath whispered fears,2,3,1,"This is a concise, imagistic line that is immediately recognizable as poetry (or a poetic fragment), employing personification, synesthesia, and lyrical compression in ways that are well-established in the poetic tradition."
standard_llm,llm-lines:0399,i wear the weight of stillness,1,5,1,"This reads as a deliberately crafted poetic line, with the metaphor of ""wearing"" weight and the abstraction of ""stillness"" being clearly intentional literary choices designed to evoke a specific emotional and aesthetic effect."
lstm_vae,lstm-vae-lines:0134,and now it's hard to be free,2,4,1,"This brief phrase reads as a song lyric or a fragment of confessional/lyrical poetry, fitting squarely into recognizable modes of lyrical expression."
lstm_vae,lstm-vae-lines:0112,and his soul's dirt,1,5,2,"This fragment feels like it was deliberately extracted or composed to achieve a stark, compressed poetic effect — the possessive construction linking ""soul"" and ""dirt"" is a classic literary move of yoking the spiritual to the base, suggesting intentional craft."
standard_llm,llm-lines:0178,echoes drift from fires long cold,2,5,1,"This is a concise, imagistic line that reads clearly as poetry or a poetic fragment, with its evocative imagery, lack of punctuation, and lyrical compression fitting squarely within recognized poetic traditions."
lstm_vae,lstm-vae-lines:0837,through the dream and can not see,1,3,4,"This fragment reads like a line extracted from a song, hymn, or poem — it has a natural, almost unconscious lyrical quality, but the phrasing ""through the dream and can not see"" carries a simple, archetypal resonance that feels more like it emerged from a common speech pattern or folk tradition than from deliberate literary engineering."
standard_llm,llm-lines:0293,forgotten dreams gather dust.,2,5,1,"This is a concise, imagistic fragment that reads immediately as a poetic aphorism or micro-poem, fitting squarely within recognized traditions of minimalist poetry and haiku-like brevity."
lstm_vae,lstm-vae-lines:0584,just behind your soul,2,3,2,"This brief phrase reads as a fragment of lyric poetry or a poetic/spiritual aphorism, fitting comfortably within recognized traditions of short poetic expression or mystical writing."
standard_llm,llm-lines:0644,shattered vows whisper back,2,3,1,"This is a concise, imagistic fragment that reads immediately as poetry—likely a line of free verse or a micro-poem, fitting comfortably within established poetic traditions of compressed, evocative language."
standard_llm,llm-lines:0489,lust seeps into empty space,1,5,1,"This reads as a deliberately crafted poetic line — the verb ""seeps"" is a carefully chosen sensory metaphor, and the juxtaposition of a visceral emotion with an abstract spatial concept feels like a purposeful literary gesture designed to evoke a particular mood."
standard_llm,llm-lines:0660,silence knows what words forget.,1,3,1,"This is a carefully crafted aphorism that employs deliberate personification and antithesis — ""silence"" paired against ""words,"" ""knows"" against ""forget"" — in a tight, balanced structure clearly designed to produce a pithy, profound-sounding effect typical of intentional literary construction."
standard_llm,llm-lines:0661,silence pools beneath the moon,1,4,1,"This is a compact, carefully constructed poetic image where ""pools"" is deliberately used as a verb to create a synesthetic metaphor, and the pairing of silence with moonlight is a classic, intentional lyrical move — everything about it feels designed for effect."
standard_llm,llm-lines:0999,your reflection fades in shattered glass.,2,3,1,"This is a concise, evocative line that fits squarely within the tradition of poetry—specifically lyric or confessional poetry—using familiar imagery of mirrors, fragmentation, and identity loss that is well-established in poetic convention."
standard_llm,llm-lines:0741,the city hides beneath fractured light,1,1,1,"This reads as a deliberately crafted poetic line, with ""fractured light"" serving as a carefully chosen metaphor and the personification of the city ""hiding"" clearly designed to evoke a specific atmospheric or emotional effect."
lstm_vae,lstm-vae-lines:0350,i can alter goodbye,1,4,4,"This brief phrase has an enigmatic, almost aphoristic quality, but its cryptic simplicity and lack of surrounding context make it feel like it could be a fragment — possibly an anagram or autocomplete artifact — whose poetic resonance seems more accidental than designed."
lstm_vae,lstm-vae-lines:0086,all you've gone away,1,3,4,"This brief fragment feels like it could be a line from a song lyric or poem, but its grammatical oddness — using ""all"" where ""already"" or another word might be expected — creates an ambiguity that doesn't feel deliberately designed for literary effect; it reads more like a mishearing, a fragment of speech, or an accidental compression that produces unexpected poignancy."
standard_llm,llm-lines:0054,"between the cracks, shadows bleed",1,1,1,"This is a short, imagistic phrase that feels deliberately crafted for poetic effect — ""shadows bleed"" is a clearly intentional metaphor combining darkness with visceral imagery, and the spatial framing of ""between the cracks"" is a well-worn poetic device designed to evoke hidden or liminal spaces."
standard_llm,llm-lines:0632,shadows sing where light once lay,1,4,1,"This is a compact, polished line with deliberate alliteration (""shadows sing""), a clear personification strategy, and a carefully balanced structure of contrast (shadows/light, sing/lay), all of which signal intentional poetic craftsmanship aimed at producing a specific lyrical and melancholic effect."
lstm_vae,lstm-vae-lines:0471,i wish he's all that you,2,4,4,"This reads like a fragment of informal speech or a text message, possibly a garbled or incomplete sentence that lacks sufficient context or development to constitute a recognizable mode of writing."
standard_llm,llm-lines:0901,the wind wears the scent of snow,1,4,1,"This is a compact, polished line that reads as a deliberately crafted poetic image — the personification of wind ""wearing"" a scent and the synesthetic blending of smell and weather are hallmarks of intentional literary design aimed at evoking a specific sensory atmosphere."
standard_llm,llm-lines:0535,old leaves cling where roots run deep,2,4,1,"This text reads as a concise, aphoristic line of poetry or a proverb, fitting comfortably within recognized traditions of lyric poetry, haiku-adjacent nature writing, or epigrammatic verse."
standard_llm,llm-lines:0458,lost in a world that never waits,1,1,1,"This is a familiar, almost clichéd phrase that feels like a deliberate attempt at poetic or lyrical sentiment — the kind of line one might find in a song or inspirational post — crafted to evoke wistfulness but without much originality or surprise."
standard_llm,llm-lines:0738,the air turns thick with dreams unsaid,1,4,1,"This is a clearly crafted poetic line employing a deliberate metaphor (air turning thick) and a carefully chosen paradox (dreams that are ""unsaid""), designed to evoke a specific atmospheric, melancholic effect typical of contemporary lyric poetry."
standard_llm,llm-lines:0634,shadows stretch across cold floors.,1,1,1,"This reads as a deliberately crafted poetic fragment — the imagery of shadows stretching across cold floors is a classic atmospheric/literary trope, with careful attention to mood, consonance, and sensory detail that signals intentional design."
lstm_vae,lstm-vae-lines:0283,dream i will speak,1,2,3,"This three-word phrase has a spare, oracular quality that could be a fragment of a larger utterance — its ambiguity between a noun and verb reading of ""dream"" feels like it could be either a deliberately minimalist poetic construction or a phrase extracted from a mundane context (like a sentence fragment or speech-to-text artifact), making it genuinely hard to determine intent."
lstm_vae,lstm-vae-lines:0739,the flowers that you friend,2,4,4,"This extremely brief fragment reads like an incomplete or grammatically disrupted phrase that could be a line from experimental or minimalist poetry, where ""friend"" is used as a verb, making it partially recognizable as a poetic fragment but too minimal to firmly categorize."
standard_llm,llm-lines:0802,the night holds secrets we can't recall,1,2,1,"This reads as a deliberately crafted poetic line, employing familiar literary tropes of night-as-mystery and the evocative pairing of secrets with failed memory, clearly designed to produce a wistful, atmospheric effect."
standard_llm,llm-lines:0619,shadows fall on open wounds.,2,1,1,"This is a brief, imagistic line that reads immediately as poetry or a poetic fragment, fitting squarely within the tradition of short, metaphorical lyric verse."
standard_llm,llm-lines:0819,the past is a shadow in the fog,2,5,1,"This is a concise metaphorical statement that fits squarely within recognizable poetic/aphoristic writing traditions, combining familiar imagery (shadow, fog) with a common theme (the nature of the past)."
lstm_vae,lstm-vae-lines:0098,and a feeling with me,2,5,2,"This extremely brief fragment resembles a line excerpt from a poem or song lyric, fitting easily into the category of poetic/lyrical fragment, though its extreme brevity and lack of context make it feel like an incomplete piece rather than a fully realized text."
standard_llm,llm-lines:0156,dreams hide in tangled roots.,2,2,1,"This is a short, imagistic statement that reads clearly as a line of poetry or a poetic fragment, fitting comfortably within the tradition of lyrical/imagist poetry with its metaphorical compression and natural imagery."
standard_llm,llm-lines:0541,old songs drift in the dark.,2,5,1,"This brief fragment reads as a clear example of minimalist poetry or a lyrical/poetic fragment, with its imagistic quality, lowercase styling, and evocative compression fitting comfortably within recognized poetic traditions."
lstm_vae,lstm-vae-lines:0607,just what you feel,1,2,4,"This brief phrase is so minimal and generic that it carries no discernible literary ambition or crafted effect, yet its plainness also doesn't feel like it emerged from a process unaware of meaning — it reads like ordinary conversational language."
lstm_vae,lstm-vae-lines:0502,i'm leaving anger like the signs,2,5,3,"This brief, enigmatic phrase has a poetic or lyrical quality with its use of simile and emotional imagery, but its extreme brevity and ambiguity—""like the signs"" could mean many things—give it a fragmentary, aphoristic feel that hovers between poetry, song lyric, and cryptic personal utterance, making it only partially categorizable."
standard_llm,llm-lines:0610,shadows dance on broken stones,1,2,1,"This is a short, evocative phrase that reads as a deliberately composed poetic image — the personification of shadows, the choice of ""broken stones"" for atmosphere, and the compact lyrical rhythm all feel like intentional craft aimed at producing a moody, atmospheric effect."
standard_llm,llm-lines:0741,the city hides beneath fractured light,2,3,1,"This is a concise, imagistic line that is immediately recognizable as poetry or poetic fragment, fitting comfortably within contemporary lyric poetry traditions with its use of personification and evocative imagery."
standard_llm,llm-lines:0693,songs drift from the quiet void,2,3,1,"This short phrase is immediately recognizable as poetic or lyrical writing, fitting comfortably within the tradition of minimalist, imagistic poetry with its evocative, contemplative tone."
standard_llm,llm-lines:0994,"wrapped in echoes, we are never alone",1,3,1,"This reads as a deliberately crafted poetic aphorism, with the metaphor of being ""wrapped in echoes"" clearly designed to evoke a specific emotional and philosophical effect, and the concise, balanced structure suggests intentional literary construction."
standard_llm,llm-lines:0543,old songs float in the cold air,2,4,1,"This is a brief, imagistic line that fits comfortably within recognized poetic traditions—specifically minimalist or haiku-like poetry with its evocative, sensory imagery and sparse phrasing."
standard_llm,llm-lines:0307,fragile wings meet a world of iron.,1,5,1,"This is a concise, deliberately constructed metaphorical statement that juxtaposes fragility and hardness in a clearly intentional poetic gesture — the contrast between ""fragile wings"" and ""a world of iron"" is a recognizable literary device aimed at evoking vulnerability against an unforgiving reality."
lstm_vae,lstm-vae-lines:0894,what a longing way of you,1,5,5,"This fragment feels like it emerged from a non-native speaker's attempt at expression or a generative process that stumbled into something accidentally poignant — ""longing way of you"" carries an unintended beauty that no deliberate poet would likely construct in exactly this broken syntax, yet its emotional resonance feels genuinely surprising."
lstm_vae,lstm-vae-lines:0089,alone i will hold,2,2,1,"This brief phrase reads as a fragment of poetry or lyric verse — its sparse, lowercase style and emotional resonance place it squarely within minimalist or confessional poetry traditions."
standard_llm,llm-lines:0900,the wind wears the scent of rain.,1,2,1,"This is a concise, polished line that employs a deliberate personification (""wind wears"") and sensory imagery clearly crafted for poetic effect, with careful word choice and compression characteristic of intentional literary writing."
lstm_vae,lstm-vae-lines:0196,at bed of awareness,1,2,3,"This brief phrase feels like a fragment that could be either a deliberate minimalist poetic gesture (echoing phrases like ""bed of roses"" but swapping in an abstract noun) or an accidental collocation — its ambiguity and compressed strangeness lean slightly toward something that emerged without full intentional design, perhaps a typo or autocomplete artifact, yet it also has a quality that a poet might deliberately produce."
lstm_vae,lstm-vae-lines:0133,and now i want it all,1,4,4,"This reads as a simple, spontaneous declaration — possibly a lyric fragment or casual utterance — with no apparent literary crafting, metaphor, or deliberate stylistic design, yet its plainness doesn't feel like it emerged from an unknowing process so much as from minimal effort."
lstm_vae,lstm-vae-lines:0462,i will dream,1,4,4,"This three-word phrase is so minimal and common that it's hard to attribute deliberate literary crafting to it — it reads like a simple declarative statement or fragment that could arise in any context, yet its brevity and openness give it an almost accidental poetic quality."
standard_llm,llm-lines:0458,lost in a world that never waits,2,5,1,"This is a brief, melancholic phrase that immediately reads as a lyrical or poetic fragment—it could easily be a song lyric, a line of poetry, or an Instagram caption—fitting squarely within recognizable modes of confessional/lyrical expression."
lstm_vae,lstm-vae-lines:0337,hold in your thoughts,2,3,2,"This extremely brief phrase reads as a fragment of instructional or meditative/spiritual language, easily categorizable as a directive or imperative snippet common in mindfulness, poetry, or devotional writing."
standard_llm,llm-lines:0411,"in silence, i become the void.",1,2,1,"This reads as a deliberately crafted aphoristic statement designed for poetic or spiritual effect, with its lowercase styling, minimalist structure, and dramatic metaphor of becoming the void all pointing to intentional literary construction."
standard_llm,llm-lines:0999,your reflection fades in shattered glass.,1,1,1,"This reads as a deliberately constructed poetic line, employing the familiar metaphor of shattered glass/mirror as a symbol for fractured identity, with careful attention to rhythm, imagery, and emotional resonance — all hallmarks of intentional literary craft."
standard_llm,llm-lines:0296,forgotten memories pulse,2,4,1,"This is a minimalist three-word phrase that reads as a haiku fragment or micro-poetry, fitting squarely within recognized traditions of minimalist/imagist poetry."
standard_llm,llm-lines:0019,a quiet voice hums through the dark,2,2,1,"This is a straightforward line of lyric poetry, immediately recognizable as poetic in its imagery, rhythm, and evocative simplicity."
lstm_vae,lstm-vae-lines:0567,it's like the night inside of you,1,4,1,"This reads as a deliberately crafted poetic simile — the metaphor of darkness/night as an interior emotional state is a well-worn literary device, and the phrasing feels intentionally designed to evoke a specific mood of intimacy and melancholy."
lstm_vae,lstm-vae-lines:0709,so so far away today,2,2,2,"This very brief phrase reads as a fragment of lyric poetry or song lyrics, fitting comfortably within recognizable minimalist/lyrical modes, though its extreme brevity makes it feel more like a fragment than a complete work in any mode."
standard_llm,llm-lines:0307,fragile wings meet a world of iron.,2,4,1,"This is a concise, metaphorical statement that reads immediately as poetic or aphoristic, fitting squarely within recognized traditions of lyrical/poetic writing with its juxtaposition of delicate and harsh imagery."
standard_llm,llm-lines:0901,the wind wears the scent of snow,2,4,1,"This is a concise, imagistic line that fits squarely within the tradition of lyric poetry or haiku-like minimalist verse, employing personification and sensory imagery in a way immediately recognizable as poetic."
lstm_vae,lstm-vae-lines:0462,i will dream,1,2,3,"This three-word phrase is so minimal and unadorned that it's difficult to detect any deliberate literary crafting — it reads like a simple declarative statement or fragment of thought, yet its very simplicity could also be a deliberate poetic gesture of restraint, making it genuinely ambiguous."
lstm_vae,lstm-vae-lines:0391,i feel you alone,1,5,5,"This four-word phrase feels like it emerged naturally from informal speech or a non-native speaker's expression, where the grammatical ambiguity (""feel you alone"" as both empathy and isolation) creates an accidental poetic resonance that doesn't appear deliberately engineered."
lstm_vae,lstm-vae-lines:0637,my words's gone,1,1,5,"This three-word fragment, with its grammatically unusual contracted possessive (""words's""), feels like an authentic utterance from someone struggling with language — possibly a child, a non-native speaker, or someone in distress — where the broken grammar perfectly enacts the meaning of words being lost, but this resonance feels accidental rather than designed."
lstm_vae,lstm-vae-lines:0626,love's magic sound,1,1,2,"This is a compact, conventionally poetic phrase that uses a familiar romantic metaphor linking love to magic and synesthetically to sound — it feels like a deliberate, if somewhat generic, attempt at lyrical effect."
lstm_vae,lstm-vae-lines:0083,all you can go waiting,2,5,4,"This five-word fragment has a cryptic, almost koan-like quality that could be read as minimalist poetry or an abstract utterance, but its extreme brevity and grammatical ambiguity make it hover between recognizable poetic minimalism and something that resists easy labeling."
lstm_vae,lstm-vae-lines:0451,i want to control control,1,5,3,"This brief phrase has a striking recursive quality where ""control"" appears as both verb object and repeated noun, creating a philosophical loop about the desire to master one's own desire for mastery — but its casual lowercase presentation and simplicity suggest it could easily be an unpolished thought or typo rather than a deliberately crafted literary statement."
lstm_vae,lstm-vae-lines:0471,i wish he's all that you,1,3,5,"This fragment reads like a garbled or incomplete thought — possibly a typo, a misremembered song lyric, or an accidental truncation — whose strange, almost poignant ambiguity feels entirely unintentional rather than crafted."
standard_llm,llm-lines:0105,cold eyes warm to a quiet beat,2,1,1,"This is a concise, imagistic line that reads immediately as poetry or a lyric fragment, fitting comfortably within recognizable traditions of minimalist or imagist verse."
lstm_vae,lstm-vae-lines:0351,i can be the taste of time,2,1,2,"This short, evocative line reads as a poetic fragment or aphorism, fitting comfortably within the tradition of lyric poetry or micro-poetry, with its sensory metaphor and abstract personification being well-established poetic devices."
lstm_vae,lstm-vae-lines:0115,and i feel the ocean of magic sign,1,2,4,"This reads like a fragment from song lyrics or automatic writing where ""magic sign"" and ""ocean"" create an accidental, dreamlike juxtaposition that feels more like it emerged from intuitive or unpolished expression than from deliberate literary crafting."
lstm_vae,lstm-vae-lines:0816,this game of me,2,4,3,"This extremely brief phrase could be a fragment of poetry, a title, or a lyrical/introspective statement, but its brevity makes it too minimal to firmly categorize while still evoking recognizable poetic or aphoristic modes."
lstm_vae,lstm-vae-lines:0324,god's true,2,2,4,"This two-word fragment is so minimal that it could be a prayer, an exclamation, a text message, a fragment of dialogue, or a declarative statement, and its extreme brevity makes it resist meaningful categorization into any established writing mode while also being too slight to constitute a recognizable experimental or minimalist literary gesture."
standard_llm,llm-lines:0396,i wear the night like a second skin,2,1,1,"This is a clearly recognizable line of lyric poetry or spoken word, employing a familiar metaphorical structure (simile comparing an abstract/natural element to something bodily) that is common in contemporary confessional and lyric poetry traditions."
lstm_vae,lstm-vae-lines:0770,the sweetest's the fear,1,5,1,"This reads as a deliberately crafted aphoristic inversion — a consciously designed paradox linking sweetness and fear — that feels like a purposeful literary gesture, possibly a fragment of poetry or song lyric aimed at producing a specific aesthetic effect."
lstm_vae,lstm-vae-lines:0154,and then you see the fame signs,2,1,3,"This brief fragment is too short and ambiguous to definitively categorize, but it reads most naturally as a snippet of casual speech or stream-of-consciousness, possibly a line from song lyrics or spoken word, making it partially recognizable but lacking enough context for firm classification."
standard_llm,llm-lines:0112,"cold steel, warm hands",1,2,1,"This is a concise, deliberate juxtaposition of contrasting sensory images — the antithesis of ""cold/warm"" and ""steel/hands"" is a well-established literary technique clearly deployed for poetic effect."
lstm_vae,lstm-vae-lines:0083,all you can go waiting,1,3,5,"This brief phrase feels like it emerged from a grammatical accident or non-native speech pattern rather than from deliberate literary construction, yet its resulting ambiguity — hovering between resignation and permission — gives it an unintended poetic quality."
standard_llm,llm-lines:0901,the wind wears the scent of snow,1,2,1,"This is a compact, polished line with a deliberate personification (""wears"") and a carefully chosen sensory image that feels like a consciously crafted poetic fragment designed for elegance and evocative compression."
standard_llm,llm-lines:0418,"in the stillness, we are all undone",1,4,1,"This reads as a deliberately composed aphoristic line, with its carefully chosen abstract diction (""stillness,"" ""undone""), its inclusive ""we,"" and its rhythmic cadence all pointing toward a consciously crafted poetic utterance designed to evoke a sense of collective vulnerability."
lstm_vae,lstm-vae-lines:0658,now now we're flying,1,3,5,"This brief fragment feels like a captured moment of spontaneous speech — something someone might say mid-experience — and its simplicity and rhythmic repetition of ""now"" give it an accidental poetic quality rather than a crafted one."
lstm_vae,lstm-vae-lines:0314,for all we control,2,1,3,"This extremely brief phrase could function as a fragment of poetry, a title, or an aphoristic expression, and its brevity and ambiguity make it difficult to assess as belonging to any specific mode, though it most closely resembles a poetic fragment or title."
standard_llm,llm-lines:0901,the wind wears the scent of snow,2,3,1,"This is a concise, imagistic line that fits comfortably within recognized poetic traditions—specifically haiku-like or lyric poetry with its sensory imagery, personification, and compressed form."
standard_llm,llm-lines:0066,breaths are held like fragile dreams,1,2,1,"This is a clearly constructed simile that follows a well-worn poetic formula (X are held like Y), using familiar literary associations between breath, fragility, and dreams — all hallmarks of deliberate lyrical crafting aimed at evoking a specific emotional resonance."
standard_llm,llm-lines:0883,the void speaks in colors never seen,1,2,1,"This is a compact, deliberately constructed poetic line that combines synesthesia (the void ""speaking"" in colors) with the paradox of unseen colors — a well-worn literary technique of pairing sensory contradictions to evoke the ineffable, clearly aimed at producing a specific mystical/sublime effect."
lstm_vae,lstm-vae-lines:0768,the smell of the answer,2,3,2,"This five-word phrase reads as a fragment of poetry or a poetic/surrealist image, combining a sensory word (""smell"") with an abstract concept (""the answer"") in a way that is characteristic of established poetic and surrealist traditions."
lstm_vae,lstm-vae-lines:0762,the real friend of you still house,2,1,4,"This extremely short fragment reads like a grammatically broken or randomly assembled string of words that doesn't clearly belong to any established writing mode—it lacks the intentional patterning of poetry, the coherence of prose, or even the recognizable strategies of experimental or surrealist writing, though one might loosely reach for labels like ""found language"" or ""word salad."""
lstm_vae,lstm-vae-lines:0584,just behind your soul,1,4,2,"This brief phrase has a poetic quality — the spatial metaphor applied to something immaterial (""soul"") feels like a deliberate, if simple, literary gesture designed to evoke mystery or intimacy, though its brevity leaves some ambiguity about intent."
lstm_vae,lstm-vae-lines:0451,i want to control control,2,4,3,"This extremely brief phrase reads as a minimalist poetic or lyrical fragment, possibly resembling concrete poetry, song lyrics, or a mantra-like repetition, making it recognizable within experimental/minimalist poetic traditions but too sparse to pin down definitively."
standard_llm,llm-lines:0883,the void speaks in colors never seen,2,4,1,"This is a concise, aphoristic line that fits squarely within recognizable poetic and surrealist traditions, combining synesthesia and abstract imagery in a way that is immediately identifiable as poetry or lyrical fragment."
lstm_vae,lstm-vae-lines:0699,please listen to be asleep here,2,5,3,"This very short phrase has a dreamlike, fragmented quality that evokes minimalist poetry or surrealist writing, and while it resists easy interpretation, its mode is recognizable as belonging to experimental/minimalist poetic traditions."
lstm_vae,lstm-vae-lines:0681,oh when i'm a face in fire,2,1,2,"This brief phrase reads as a fragment of lyric poetry or song lyrics, with its first-person voice, musical ""oh,"" and vivid metaphorical imagery fitting comfortably within recognized poetic/lyrical traditions."
standard_llm,llm-lines:0173,dust settles slow on forgotten streets,2,1,1,"This is a compact, imagistic line that immediately reads as poetry—specifically, it fits comfortably within minimalist or imagist poetic traditions, with its stripped-down syntax, evocative imagery, and absence of articles."
standard_llm,llm-lines:0189,echoes of fire drown in silence,2,2,1,"This is a concise, imagistic phrase that is immediately recognizable as poetic writing, employing paradox (""echoes...drown""), elemental imagery, and the compressed, evocative style characteristic of poetry or lyrical fragments."
lstm_vae,lstm-vae-lines:0324,god's true,2,4,4,"This extremely brief two-word fragment is so minimal that it could be a fragment of prayer, a declarative statement, a text message, a note, or an aphorism, but its extreme brevity and ambiguity make it resist comfortable placement into any established writing mode while also being too minimal to constitute a recognizable experimental form."
standard_llm,llm-lines:0117,cracks appear in my painted smile.,2,5,1,"This is a concise, immediately recognizable piece of confessional or lyrical poetry using a well-established metaphor (painted smile/mask) that fits squarely within the tradition of introspective verse."
standard_llm,llm-lines:0460,lost in signals that never find a home,2,3,1,"This short phrase reads as a line of poetry or a lyrical fragment, fitting comfortably within the tradition of minimalist, imagistic, or contemporary poetry with its metaphorical compression and melancholic tone."
standard_llm,llm-lines:0660,silence knows what words forget.,1,1,1,"This is a tightly constructed aphorism that relies on deliberate personification and a carefully balanced antithesis between ""silence"" and ""words,"" ""knows"" and ""forget"" — it reads as a polished, intentional literary construction designed to produce a sense of paradoxical depth."
standard_llm,llm-lines:0541,old songs drift in the dark.,1,2,1,"This brief phrase has a deliberate poetic quality — the alliteration of ""drift"" and ""dark,"" the evocative imagery, and the careful minimalism all suggest conscious crafting toward a lyrical, atmospheric effect."
standard_llm,llm-lines:0840,the sea hums a lullaby of loss.,2,5,1,"This is a clear example of lyrical/poetic writing, employing personification, alliteration (""lullaby of loss""), and a melancholic tone that fits squarely within recognized poetic tradition."
lstm_vae,lstm-vae-lines:0821,this is what i want,2,5,3,"This is a minimal, context-free declarative statement that is too brief and unadorned to exhibit features of any particular writing mode, yet its stark simplicity could be read as minimalist poetry, a fragment of dialogue, or a plain utterance, making it partially but not definitively categorizable."
standard_llm,llm-lines:0082,broken promises hum in the dark.,1,2,1,"This is a concise, evocative line that feels carefully composed — the personification of ""broken promises"" humming, the deliberate placement of ""in the dark,"" and the overall compressed lyrical quality all suggest a writer crafting a specific emotional and sonic effect."
lstm_vae,lstm-vae-lines:0089,alone i will hold,2,1,1,"This brief, lowercase fragment reads as a minimalist poetic utterance—immediately recognizable as belonging to the tradition of short-form, confessional or minimalist poetry (akin to micropoetry or social media poetry)."
standard_llm,llm-lines:0069,broken clocks keep silent time,1,2,1,"This reads as a deliberately crafted aphorism — the paradox of ""silent time,"" the symbolic weight of ""broken clocks,"" and the compact, poetic structure all suggest intentional literary design aimed at producing a contemplative, evocative effect."
lstm_vae,lstm-vae-lines:0897,what pieces on you're through,2,5,5,"This five-word fragment appears to be a nearly random or algorithmically generated string of common English words that lacks grammatical coherence, semantic meaning, or any discernible artistic intent, making it difficult to place within any writing tradition including experimental or avant-garde modes."
standard_llm,llm-lines:0551,paths cross where silence lies,2,3,1,"This is a concise, imagistic phrase that reads immediately as poetic or lyrical writing, fitting comfortably within the tradition of minimalist poetry or aphoristic verse."
lstm_vae,lstm-vae-lines:0832,this world still seems,2,2,1,"This four-word fragment reads as a line of poetry or the beginning of a lyrical/poetic statement, fitting comfortably within the mode of minimalist or fragmentary poetry."
standard_llm,llm-lines:0541,old songs drift in the dark.,1,4,1,"This short phrase feels deliberately composed for poetic effect — the alliteration of ""drift"" and ""dark,"" the moody atmosphere, and the careful economy of language all suggest a writer consciously crafting a line of verse."
lstm_vae,lstm-vae-lines:0626,love's magic sound,2,4,1,"This extremely brief phrase is immediately recognizable as a fragment of lyrical/poetic writing, likely a song lyric or poem title, fitting squarely within romantic/sentimental poetic conventions."
lstm_vae,lstm-vae-lines:0451,i want to control control,1,1,4,"This brief phrase has a striking recursive quality where ""control"" serves as both verb object and repeated concept, but its casual lowercase presentation and simplicity suggest it emerged as a spontaneous thought or desire rather than a carefully crafted literary device — though the ambiguity of whether the repetition is intentional or accidental makes it hard to fully determine."
standard_llm,llm-lines:0632,shadows sing where light once lay,1,2,1,"This is a compact, polished line with deliberate alliteration (""shadows sing""), a personification metaphor, and a carefully constructed contrast between shadows and light — all hallmarks of intentional poetic craft aimed at producing a specific lyrical and melancholic effect."
